,Headlines,Date,Sentiment
217,"Bad Bank security receipts to get Centre's backing of ₹30, 600 crore. SBI, Kotak Mahindra, PNB, BoB offer record low rates of interest on loans to cash in on festive cheer. Buy Now, Pay Later or credit card: Which is better for you?. Explained: How Bad Bank plans to tackle the NPA mess. ",2021-09-17,[[0.50941986 0.3452208  0.14535931]]
218,"Bad Bank plan gets Cabinet nod, credit flow to economy expected to improve. Indian Banks' Association to push for more reforms, take over EASE agenda. SBI cuts home loan interest rate to 6.7%, waives processing fees. Over Rs 30,000 crore guarantee approved for bad bank, says FM Sitharaman. Govt guarantee up to Rs 30,600 cr of security receipt issued by NARCL: Nirmal Sitaraman. Kotak Mahindra Group acquires vehicle financing portfolio of Volkswagen Finance. Poonawalla Fincorp's Managing Director, Abhay Bhutada, resigns after SEBI action. Large corporates relying lesser on bank funds, shows RBI study. RBI nod to special committee to oversee operations at Ujjivan SFB. RBI approves Ujjivan's committee of directors for smooth functioning of the bank. Bank of Baroda announces festive offers on retail loans. SBI cuts home loan interest rate to 6.7%, waives processing fees. ",2021-09-16,[[9.993530e-01 6.084975e-04 3.846827e-05]]
219,NPCI unveils norms for banks to compensate AePS fraud victims. Mastercard ban: RBL Bank restarts credit card issuances with rival Visa. ,2021-09-15,[[0.9416304  0.00142442 0.05694507]]
220,"NBFCs resent current account move by banks, flag reconciliation issues. India, Singapore launch project to link UPI and PayNow for instant fund transfers. Spending money on what matters: Check this list. Bad loans of banks may cross Rs 10 lakh crore by end of this fiscal, says study. NBFCs open their wallets as demand for credit surges. ",2021-09-14,[[9.9933535e-01 3.5845875e-04 3.0615987e-04]]
221,"By November, Rs 10,000 crore will be payable to PMC, Guru Raghavendra customers under new banking Act. JP Morgan opens new campus in Hyderabad. Kotak arm invests Rs 1,000 cr in TVS family's logistics business. RBI cautions public against KYC updation frauds. ",2021-09-13,[[9.9993145e-01 6.0482521e-06 6.2466301e-05]]
222,"Banks should embrace digitisation to ensure govt schemes reach needy: Nirmala Sitharaman. FM Sitharaman says many PSBs have come back to normalcy now. Stabilising Ujjivan Small Finance Bank first priority for new management, other future plans on slow lane. Digitisation key to financial inclusion, Nirmala Sitharaman tells banks. ",2021-09-12,[[9.9985290e-01 1.3092364e-04 1.6195498e-05]]
223,UCO Bank shares may rally up to 40% after PCA exit. SBI and Bandhan Bank planning to move their back office verticals to fintech hub of Kolkata. ,2021-09-10,[[2.6191640e-01 7.3794913e-01 1.3450443e-04]]
224,"Banks use personal insolvency to chase dues from guarantors. Banks urge RBI to relax rules on ATM cash-outs. How credit, debit card customers benefit from the latest RBI amendment on tokenisation. Indian banks bounce rates lowest since Covid began. Bitcoin may hit $100,000 by early next year: Standard Chartered. Supreme Court stays NCDRC order on payment of Rs 30 lakh by HDFC bank to customer. Banks' NPAs stable in June quarter, look manageable; IBC needs improvement: RBI Governor Shaktikanta Das. Ujjivan Financial Services appoints Sanjeev Barnwal as chief executive officer. 'Banks' profitability hit on shrinking interest margin amid tech adoption burden, falling rates'. RBI hopeful of 9.5% growth; firms better prepared for any 3rd wave: Shaktikanta Das. ",2021-09-09,[[0.38006067 0.60241646 0.0175229 ]]
225,"Indians follow Ethereum to stratosphere. NPCI, Fiserv to open RuPay API platform. CBI puts on hold probe into Rs 50,000 crore frauds related to public sector banks as states refuse consent. Using your debit card without network? It will soon be possible. Yes Bank MD Rana Kapoor ignored warnings on DHFL deal, says CBI. Karnataka Bank launches all-in-one swiping machine for MSME customers. Is Account Aggregator framework the next big fintech revolution to trigger consumer benefit?. Bombay HC adjourns Deepak Kochhar’s plea of quashing of prosecution complaint. RBI removes PCA restrictions on UCO Bank. RBI penalises 2 cooperative banks for deficiencies in regulatory compliance. BBB recommends AK Goel for PNB MD post. Bank of Baroda launches one-stop digital platform 'bob World'. ADB and GoI sign $300 million additional financing for Maharashtra Rural Connectivity Improvement Project. ",2021-09-08,[[9.9901164e-01 3.9837445e-04 5.8994518e-04]]
226,"India Post Payments Bank, LIC Housing tie up to sell home loans. India Ratings maintains stable outlook on banking sector in FY22. Quality of banks' retail loans dips, India Ratings projects total gross NPA at 8.6% for FY22. RBI in discussion with banks to revise guidelines for large syndicated loans. RBI enhances scope of tokenisation to ensure security of card data. NCP chief Sharad Pawar opposes RBI powers to regulate Co-op banks. ",2021-09-07,[[9.9993408e-01 3.3977656e-05 3.1983560e-05]]
227,"This quarter, we are going to surprise ourselves on NPA recovery front: Rahul Shukla, HDFC Bank. CreditAccess Grameen gets into expansion mode. Axis Bank introduces policies for employees and customers from LGBTQIA+ community. Liquidity position of NBFC sector is improving: JM Financial MD. ",2021-09-06,[[1.0132304e-07 9.9999988e-01 2.3113572e-08]]
228,"Global bank, local tech: How India is key to UBS’ agile pivot. ",2021-09-05,[[9.9997187e-01 2.5631191e-05 2.5526333e-06]]
229,Mukesh Ambani's $50 phone can unleash a credit revolution across the globe. HDFC Bank could double technology spends: Macquarie Capital. Karnataka Bank to emerge as digital bank of future: CEO M S Mahabaleshwara at AGM. Amazon Pay UPI records 5 crore customer sign-ups in India. Bank of Maharashtra expects total business to cross Rs 3 lakh crore soon. Google says firmly sees itself as partner to India's financial ecosystem. ,2021-09-03,[[9.4794691e-01 5.2027892e-02 2.5180352e-05]]
230,"RBI to set up five-member panel on NUE licences. From bikes to durables, young, first-time borrowers are driving up India's personal loan market. India aims to open finance to millions with user-data system. PMC bank fraud: Enforcement Directorate attaches HDIL group's shares worth Rs 233 crore. Karvy Stock Broking Case: CFO, COO arrested. Banks approach RBI to raise limit for raising AT1 offshore. ",2021-09-02,[[9.9998546e-01 7.5859443e-06 6.9384278e-06]]
231,"Prosus deal adds to our heft and gives us necessary growth capital, says BillDesk cofounder. Banks will be closed on these days in September: Get the full list here. Link UAN with Aadhaar before August 31 to ensure EPF amount can be credited to your account. Top-level exits: AU SFB says ""nothing to hide"" on transparency, disclosure issues. Recent exits coincidental, it's an unnecessary controversy: Sanjay Agarwal, AU Small Finance Bank. Non-bank lenders eye electric vehicle financing to grow business. Paytm to transfer online payments biz to subsidiary. RBI imposes penalty on Axis Bank. ",2021-09-01,[[9.9840975e-01 5.5911565e-05 1.5343295e-03]]
232,"Bank of India announces closure of QIP issue; raises Rs 2,550 cr. Smaller players borrow more than large corporates this year, but private banks lend at faster pace. RBI role as full-service central bank helped keep financial system stable: Shaktikanta Das. Punjab National Bank waives service charge, processing fee on retail products. Crypto gains currency again as banks ease curbs on purchases. Lenders force small and medium-sized micro-financiers to park fixed deposits with them. ",2021-08-31,[[8.328799e-03 9.916469e-01 2.419876e-05]]
233,"MNC banks reach out to RBI:'Data storage rule may undercut Anti-Money Laundering’. View: Google's push into Indian retail banking is a threat to traditional lenders. Bank of India executive director P R Rajagopal's tenure extended by two years. Former SBI chairman Rajnish Kumar joins HSBC board in Asia. Government extends the tenure of Canara Bank, Bank of India executive directors by two years. Bank of Baroda ED SL Jain appointed as Indian Bank MD & CEO. Tally Solutions seeks small finance banking license. Coronavirus stress evident in financial sector as stressed loans jump. RBI issues direction on compensation of private banks' top officials. Depositors of stressed banks to get up to Rs five lakh back from November 30. Shriram City Union Finance looks to disburse up to Rs 23,000 crore in FY22. Former Reliance Capital CEO Sam Ghosh plans to set up a small finance bank. ",2021-08-30,[[8.2994592e-01 1.2586052e-04 1.6992825e-01]]
234,IDFC First Bank aims retail loan book growth of 25 per cent on long-term basis. ,2021-08-29,[[5.0319534e-02 9.4967777e-01 2.6908056e-06]]
235,e-RUPI: A game changer or policy incrementalism?. Equitas Small Finance Bank to offer fixed deposits via Google Pay. Government extends tenure of UCO Bank's MD & CEO for 2 years. ,2021-08-28,[[9.9983430e-01 1.5489575e-04 1.0696004e-05]]
236,"Govt extends tenure of 4 public sector banks' top officials. Bigger banks will continue to benefit from the Indian economy which should start seeing growth all over again: Amitabh Chaudhry, MD & CEO, Axis Bank. RBI increases incentives for banks for distribution of coins. IDBI Bank board okays divesting entire 19% stake in ARCIL. Bank credit grows by 6.55%; deposits by 10.58%. PNB scam: Properties worth Rs 500 cr of Nirav Modi firms restored to bank. ",2021-08-27,[[1.548749e-05 9.999844e-01 6.146642e-08]]
237,"How much can a buyer initially hold in IDBI, Centre to ask the Reserve Bank. Step out to step up loan disbursal, Nirmala Sitharaman tells banks. Only card networks and issuing banks may get to tokenise data. Barclays to invest more than $400 million to expand India operations. Barclays infuses Rs 3000 cr into Indian operations. Second wave of COVID infections increased bank's asset quality risks: Moody's. Strong buffers to help Indian banks withstand fresh surge in bad loans, says Moody's. Jana Small Finance Bank ties up with two co-op banks to offer digital, payment services. HDFC Bank lists $1-bn AT-1 bonds on IFSC exchanges. RBI imposes penalty on 2 co-op banks, 1 NBFC. Companies under liquidation can be sold as a ‘going concern’, rules NCLAT. ",2021-08-26,[[0.89391804 0.09859219 0.00748985]]
238,"ICICI Bank files cheating case against Karvy Stock Broking Ltd. Nirmala Sitharaman sets the agenda for state banks. Ease 4.0 reform highlights. Govt hikes pension payout for families of deceased PSB bankers to 30% of last drawn salary. FM Nirmala Sitharaman asks banks to conduct credit outreach programme across India. Karnataka Bank launches KBL FASTag for seamless toll deduction. FM Nirmala Sitharaman launches next gen banking reforms to drive digital growth among PSBs. Karnataka Bank launches KBL FASTag. Ujjivan Small Finance bank to do portfolio quality & process audit. RBI imposes Rs 15 lakh penalty on Baghat Urban Co-operative Bank, Solan. Carol Furtado appointed as OSD of Ujjivan SFB; to take over as interim CEO from Oct. Govt may explore CPSE-PSB HR synergy. ",2021-08-25,[[9.9896312e-01 1.0316151e-03 5.2308133e-06]]
239,Eldeco group and HDFC capital set up Rs 150 crore affordable and mid-income housing fund. HDFC Bank divests over 2 per cent stake in CDSL for Rs 223 crore. Avantha case: Court allows Rana Kapoor's lawyer to be present during ED's questioning. Special court lets Enforcement Directorate quiz Rana Kapoor. ,2021-08-24,[[9.9987972e-01 3.0114206e-06 1.1730405e-04]]
240,"Ujjivan SFB tumbled 32% in six days. Here's what analysts said. HDFC Bank, Paytm team up for digital payments. You may have to soon memorise your 16-digit card number. HDFC Bank aims to regain lost market share in 1 year after RBI lifts credit card ban. PSBs to push co-lending with NBFCs, digital, agri financing under Ease 4.0 reform. Deposit customers, alliances to lead HDFC Bank's credit card comeback. RBI imposes Rs 27.5 lakh penalty on Dhanlaxmi Bank, Rs 20 lakh on a co-op bank. RBI committee suggests measures to strengthen the Urban co-operative banks. IIFL Wealth and Asset Management appoints Anshuman Goenka as private equity business head. Yes Bank Scam: Rana Kapoor files recall application against court's order allowing ED to question him. HDFC Bank readies aggressive plans to win back lost credit card customers. ",2021-08-23,[[0.9796848  0.00521655 0.01509859]]
241,"SBI opens floating ATM on a houseboat at Dal Lake, Srinagar. NABARD's loans rise 25.2 per cent to reach Rs 6 lakh crore in FY21. IBA moves RBI seeking licence to set up Rs 6,000-cr NARCL; approval likely in next few weeks. Can a new management put an end to Ujjivan Small Finance Bank's two biggest concerns?. ",2021-08-22,[[4.7050621e-03 1.1870760e-05 9.9528307e-01]]
242,"RBI, IRDAI to vet FDI proposals in banks with insurance ventures. ",2021-08-21,[[9.999869e-01 3.407240e-06 9.659479e-06]]
243,"RBI against dropping card storage clause in new rules for making payments online. Carol Furtado emerges as top candidate for Ujiivan Bank's interim CEO. Portfolio quality, high attrition areas of concern: Samit Ghosh, Ujjivan SFB. A lot of opportunity in top private sector banks: Sampath Reddy, Bajaj Allianz Life Insurance. Bank of Maharashtra waives loan processing fees under special offer. ",2021-08-20,[[0.4102671  0.02505619 0.5646767 ]]
